state,year,cigsale,lnincome,beer,age15to24,retprice
Mississippi,1981,125.3,9.5124493,,.1920408,63
Mississippi,1982,125.8,9.4982471,,.1885242,69.199997
Mississippi,1983,122.3,9.5044794,,.18500771,78.599998
Mississippi,1984,116.4,9.5459032,20.1,.1814912,89
Mississippi,1985,115.3,9.5537367,20.6,.1779746,96.400002
Mississippi,1986,113.2,9.5764771,21.5,.1744581,106
Mississippi,1987,110,9.5995131,21.6,.1709415,115.8
Mississippi,1988,109,9.627286,21.9,.16742501,122.6
Mississippi,1989,108.3,9.6436415,21.6,.1639085,125.8
Mississippi,1990,101.8,9.6446075,23.299999,.1603919,139.89999
Mississippi,1991,105.6,9.6529732,22.9,,142.7
Mississippi,1992,103.9,9.6849775,23.5,,160.8
Mississippi,1993,105.4,9.701045,23.9,,177.8
Mississippi,1994,106,9.7519388,24.5,,156.89999
Mississippi,1995,107.5,9.7853289,24,,153.89999
Mississippi,1996,106.9,9.8088684,24.299999,,161.2
Mississippi,1997,106.3,9.8037863,24.4,,168.60001
Mississippi,1998,107,,,,175.8
Mississippi,1999,103.9,,,,199.5
Mississippi,2000,97.199997,,,,272
Missouri,1970,121.3,,,.167593,36
Missouri,1971,127.6,,,.16925959,36.799999
Missouri,1972,130,9.7333536,,.17092609,37.700001
Missouri,1973,132.10001,9.7807522,,.1725927,37.700001
Missouri,1974,135.39999,9.7390146,,.17425931,38
Missouri,1975,135.60001,9.7308102,,.1759259,43.5
Missouri,1976,139.5,9.769454,,.1775924,44.700001
Missouri,1977,140.8,9.8080416,,.179259,45.900002
Missouri,1978,141.8,9.8447638,,.18092559,49.900002
Missouri,1979,140.2,9.8475256,,.18259209,52.200001
Missouri,1980,142.10001,9.8010473,,.1842587,57.299999
Missouri,1981,140.5,9.8103666,,.1798325,59.900002
Missouri,1982,139.7,9.8026876,,.17540631,64.699997
Missouri,1983,134.10001,9.8293009,,.1709801,74.800003
Missouri,1984,130,9.8815126,23.700001,.1665539,84.800003
Missouri,1985,129.2,9.9132919,23.700001,.1621277,93.699997
Missouri,1986,128.8,9.9467764,24.200001,.15770151,101.9
Missouri,1987,128.7,9.9532776,24.200001,.1532753,108.5
Missouri,1988,127.4,9.9582586,23.6,.1488491,114.6
Missouri,1989,122.8,9.9722586,23.6,.1444229,118.9
Missouri,1990,119.1,9.9704046,24.299999,.13999671,129.10001
Missouri,1991,119.9,9.9682035,23.9,,132.5
Missouri,1992,122.3,9.9847984,23.700001,,153.10001
Missouri,1993,121.6,9.9861755,23.6,,157.60001
Missouri,1994,119.4,10.01636,24.200001,,146.8
Missouri,1995,124,10.05391,23.5,,150.3
Missouri,1996,124.1,10.07675,23.6,,159.8
Missouri,1997,120.6,10.07141,23.5,,163.39999
Missouri,1998,120.1,,,,173.8
Missouri,1999,118,,,,197
Missouri,2000,113.8,,,,258.79999
Montana,1970,111.2,,,.1757925,34
Montana,1971,115.6,,,.1771459,34.700001
Montana,1972,122.2,9.6946411,,.1784993,40.099998
Montana,1973,119.9,9.7757425,,.17985269,40.900002
Montana,1974,121.9,9.7400379,,.18120611,41.799999
Montana,1975,123.7,9.7246466,,.18255951,43.700001
Montana,1976,124.9,9.7307987,,.1839129,45.299999
Montana,1977,127,9.7327766,,.1852663,47.599998
Montana,1978,127.2,9.8146505,,.1866197,51.900002
Montana,1979,120.3,9.7786264,,.1879731,53.700001
Montana,1980,122,9.7433786,,.1893266,56.700001
Montana,1981,121.1,9.7572937,,.1833387,60.400002
Montana,1982,122.4,9.7356701,,.17735089,65.699997
Montana,1983,113.7,9.7481604,,.171363,77.199997
Montana,1984,110.1,9.7452202,29.4,.1653752,91.300003
Montana,1985,103.6,9.7294073,27.799999,.15938739,95.5
Montana,1986,97.800003,9.7748528,27.4,.1533995,102
Montana,1987,91.699997,9.7781172,27.200001,.1474117,106.2
Montana,1988,87.099998,9.7651443,27.6,.1414239,115.3
Montana,1989,86.199997,9.8151798,27.200001,.135436,123
Montana,1990,84.699997,9.8022699,27.799999,.12944821,140.39999
Montana,1991,82.900002,9.8321304,28,,143.60001
Montana,1992,86.599998,9.8387079,27.700001,,163.5
Montana,1993,86,9.8704977,26.200001,,179.39999
Montana,1994,88.199997,9.8718996,26.6,,151.3
Montana,1995,90.5,9.8912792,26.5,,155.39999
Montana,1996,87.300003,9.9017601,26.700001,,156.8
Montana,1997,88.900002,9.8860435,27,,164.89999
Montana,1998,89.099998,,,,175.39999
Montana,1999,82.599998,,,,196.2
Montana,2000,75.5,,,,260.70001
Nebraska,1970,108.1,,,.17373741,33.900002
Nebraska,1971,108.6,,,.17521711,34.700001
Nebraska,1972,104.9,9.7464752,,.1766969,41.099998
Nebraska,1973,106.6,9.8352985,,.1781767,41.200001
Nebraska,1974,110.5,9.766387,,.1796564,42
Nebraska,1975,114.1,9.797554,,.18113621,44.599998
Nebraska,1976,118.1,9.7879744,,.182616,46.799999
Nebraska,1977,117.7,9.8011255,,.1840957,48.099998
Nebraska,1978,117.4,9.8794575,,.1855755,53.599998
Nebraska,1979,116.1,9.8471727,,.1870553,55.400002
Nebraska,1980,116.3,9.7723808,,.188535,59.5
Nebraska,1981,117,9.81427,,.1835479,60.900002
Nebraska,1982,117.1,9.7994776,,.1785609,69.699997
Nebraska,1983,110.8,9.8029881,,.17357381,83.699997
Nebraska,1984,107.7,9.8535156,25.4,.1685867,94.800003
Nebraska,1985,105.1,9.8755312,24.6,.1635996,95.800003
Nebraska,1986,103.1,9.8968811,24.5,.1586125,104
Nebraska,1987,101.3,9.8999863,24.799999,.1536254,113.7
Nebraska,1988,92.900002,9.9353247,24.299999,.14863829,123.3
Nebraska,1989,93.800003,9.9413671,24.1,.1436512,139.3
Nebraska,1990,89.900002,9.9681711,25.200001,.1386641,143.39999
Nebraska,1991,92.400002,9.9650812,24.6,,152.2
Nebraska,1992,90.599998,9.9983301,24.200001,,169.5
Nebraska,1993,91.099998,9.9964151,24.299999,,177.2
Nebraska,1994,85.900002,10.02996,24.700001,,169.60001
Nebraska,1995,88.5,10.03178,24.1,,170.7
Nebraska,1996,86.199997,10.07806,24.4,,175.5
Nebraska,1997,85.5,10.06976,24.4,,184.8
Nebraska,1998,83.099998,,,,194.60001
Nebraska,1999,86.599998,,,,214.60001
Nebraska,2000,77.599998,,,,288.29999
Nevada,1970,189.5,,,.1615542,38.900002
Nevada,1971,190.5,,,.1637738,44
Nevada,1972,198.60001,9.9442329,,.1659933,40.599998
Nevada,1973,201.5,9.9806318,,.16821291,40.299999
Nevada,1974,204.7,9.9286232,,.17043249,41.900002
Nevada,1975,205.2,9.9154587,,.1726521,44.5
Nevada,1976,201.39999,9.9552307,,.1748717,44.900002
Nevada,1977,190.8,10.0006,,.1770913,49.299999
Nevada,1978,187,10.06987,,.1793108,54.299999
Nevada,1979,183.3,10.05607,,.1815304,57.099998
Nevada,1980,177.7,10.03425,,.18375,63.099998
Nevada,1981,171.89999,10.00596,,.1785419,63.299999
Nevada,1982,165.10001,9.9568682,,.1733339,71.599998
Nevada,1983,159.2,9.9637251,,.16812579,81.900002
Nevada,1984,136.60001,9.9942179,35.099998,.16291779,99.800003
Nevada,1985,146.7,10.02568,35.700001,.1577097,109.3
Nevada,1986,142.60001,10.06373,37.200001,.1525016,106.6
Nevada,1987,147.7,10.07728,37.700001,.1472936,114
Nevada,1988,141.89999,10.09819,39.299999,.14208549,129.60001
Nevada,1989,137.89999,10.12983,40.400002,.13687751,145.60001
Nevada,1990,137.3,10.12119,40.200001,.1316694,173.7
Nevada,1991,115.5,10.10557,37.700001,,186.3
Nevada,1992,110,10.1271,36.400002,,193.8
Nevada,1993,108.1,10.13713,35.099998,,196.8
Nevada,1994,105.2,10.16239,35.099998,,190.3
Nevada,1995,100.9,10.18081,34.299999,,190.39999
Nevada,1996,99,10.20678,35.200001,,195
Nevada,1997,95.599998,10.18646,34.400002,,198.5
Nevada,1998,102.4,,,,200.60001
Nevada,1999,103.9,,,,225.8
Nevada,2000,93.199997,,,,303.5
New Hampshire,1970,265.70001,,,.17073169,31.4
New Hampshire,1971,278,,,.1723339,34.099998
New Hampshire,1972,296.20001,9.7363758,,.1739361,36.099998
New Hampshire,1973,279,9.7749453,,.1755383,36.900002
New Hampshire,1974,269.79999,9.7473078,,.1771404,37.900002
New Hampshire,1975,269.10001,9.7188511,,.1787426,40.799999
New Hampshire,1976,290.5,9.7770433,,.18034481,43.900002
New Hampshire,1977,278.79999,9.8067627,,.18194699,45
New Hampshire,1978,269.60001,9.8531675,,.1835492,49.700001
New Hampshire,1979,254.60001,9.8659334,,.18515129,53.200001
New Hampshire,1980,247.8,9.8606939,,.1867535,55.299999
New Hampshire,1981,245.39999,9.8670425,,.18237481,58.400002
New Hampshire,1982,239.8,9.8762445,,.1779961,67
New Hampshire,1983,232.89999,9.9404678,,.1736175,74.699997
New Hampshire,1984,215.10001,10.00683,35.599998,.16923881,90.5
New Hampshire,1985,201.10001,10.06133,35.700001,.1648601,89.199997
New Hampshire,1986,195.89999,10.12613,34.700001,.16048139,100
New Hampshire,1987,195.10001,10.14629,34.700001,.1561027,102
New Hampshire,1988,180.39999,10.17227,34.099998,.151724,113.5
New Hampshire,1989,172.89999,10.15991,33.299999,.1473453,125.9
New Hampshire,1990,152.39999,10.12278,32.900002,.1429666,135.89999
New Hampshire,1991,144.8,10.11431,32.900002,,153.89999
New Hampshire,1992,143.7,10.12097,32.200001,,164.39999
New Hampshire,1993,148.89999,10.11176,32.400002,,181.10001
New Hampshire,1994,153.8,10.15647,31,,157.8
New Hampshire,1995,158.5,10.21322,31,,163.89999
New Hampshire,1996,158,10.22895,31.1,,168.60001
New Hampshire,1997,174.39999,10.23085,31.299999,,176.60001
New Hampshire,1998,173.8,,,,197
New Hampshire,1999,171.7,,,,222.8
New Hampshire,2000,147.3,,,,313.89999
New Mexico,1970,90,,,.1848574,39.700001
New Mexico,1971,92.599998,,,.1860954,41.700001
New Mexico,1972,99.300003,9.5577898,,.18733341,41.099998
New Mexico,1973,98.900002,9.5927162,,.1885713,41.799999
New Mexico,1974,100.3,9.5847664,,.18980929,43.700001
New Mexico,1975,103.1,9.5968885,,.1910473,46.299999
New Mexico,1976,102.4,9.632618,,.1922853,49.5
New Mexico,1977,102.4,9.6699677,,.1935232,51.599998
New Mexico,1978,103.1,9.7172966,,.1947612,56
New Mexico,1979,101,9.6999969,,.19599921,57.599998
New Mexico,1980,102.7,9.6777515,,.1972371,62.599998
New Mexico,1981,103,9.6808281,,.1915056,63
New Mexico,1982,97.5,9.6785994,,.1857741,69.400002
New Mexico,1983,96.300003,9.6864834,,.18004251,79.599998
New Mexico,1984,88.900002,9.7078657,28.299999,.174311,90.199997
New Mexico,1985,88,9.7347498,28.700001,.1685795,97.5
New Mexico,1986,88.199997,9.7369003,27.9,.162848,101.2
New Mexico,1987,82.300003,9.7291622,27.799999,.1571164,110.2
New Mexico,1988,77.699997,9.743268,27.200001,.1513849,113.7
New Mexico,1989,74.400002,9.7600632,27.9,.1456534,127.2
New Mexico,1990,70.800003,9.765913,27.200001,.1399218,133.60001
New Mexico,1991,69.900002,9.7680378,27.1,,146.89999
New Mexico,1992,71.400002,9.7842789,26.700001,,165.39999
New Mexico,1993,69,9.8062363,26.4,,172.2
New Mexico,1994,68.199997,9.8274717,25.4,,158.39999
New Mexico,1995,67,9.8719387,27.4,,163.5
New Mexico,1996,65.699997,9.8787642,27.200001,,170.8
New Mexico,1997,61.799999,9.8642597,27,,176
New Mexico,1998,62.599998,,,,183.8
New Mexico,1999,59.700001,,,,201.8
New Mexico,2000,53.799999,,,,279.79999
North Carolina,1970,172.39999,,,.1935484,27.299999
North Carolina,1971,187.60001,,,.1936767,29.4
North Carolina,1972,214.10001,9.5908585,,.19380499,28.700001
North Carolina,1973,226.5,9.6449947,,.1939334,28.9
North Carolina,1974,227.3,9.6212044,,.1940617,30.1
North Carolina,1975,226,9.5906782,,.19419,32.900002
North Carolina,1976,230.2,9.6371365,,.1943184,35.799999
North Carolina,1977,217,9.6569748,,.1944467,36.599998
North Carolina,1978,205.5,9.69771,,.194575,41.799999
North Carolina,1979,197.3,9.6813517,,.1947034,43.700001
North Carolina,1980,187.8,9.6566,,.1948317,47.299999
North Carolina,1981,179.3,9.6617842,,.1909665,50
North Carolina,1982,179,9.6492243,,.18710139,55.5
North Carolina,1983,169.8,9.6938868,,.1832362,66
North Carolina,1984,160.60001,9.753726,19.799999,.1793711,75
North Carolina,1985,156.3,9.7817574,19.700001,.175506,78.900002
North Carolina,1986,154.39999,9.8303633,20,.1716408,83.699997
North Carolina,1987,150.5,9.8545933,20,.16777571,90.599998
North Carolina,1988,146,9.8825531,20.1,.16391049,96
North Carolina,1989,139.3,9.8892889,20.299999,.1600454,107.6
North Carolina,1990,133.7,9.9033413,20.9,.1561802,116.4
North Carolina,1991,132.7,9.8938532,20.200001,,126.6
North Carolina,1992,128.89999,9.9231043,20.700001,,145
North Carolina,1993,129.7,9.9406633,20.9,,153.5
North Carolina,1994,112.7,9.9669323,20.799999,,135.89999
North Carolina,1995,124.9,10.02181,20.5,,142.3
North Carolina,1996,129.7,10.04514,21.1,,145.60001
North Carolina,1997,125.6,10.05129,21.299999,,152
North Carolina,1998,126,,,,167.60001
North Carolina,1999,113.1,,,,186.8
North Carolina,2000,109,,,,257.29999
North Dakota,1970,93.800003,,,.184466,37.299999
North Dakota,1971,98.5,,,.186387,38.900002
North Dakota,1972,103.8,9.6972351,,.1883079,38.900002
North Dakota,1973,108.7,9.984169,,.1902288,39.400002
North Dakota,1974,110.5,9.8643074,,.1921497,39.900002
North Dakota,1975,117.9,9.8067036,,.1940707,42.599998
North Dakota,1976,125.4,9.7255096,,.19599161,45.900002
North Dakota,1977,122.2,9.6932182,,.1979125,47.400002
North Dakota,1978,121.9,9.8596678,,.1998335,53.200001
North Dakota,1979,121.3,9.7826929,,.20175441,55
North Dakota,1980,123.7,9.6105089,,.2036753,59.599998
North Dakota,1981,125.7,9.7618484,,.1979569,62
North Dakota,1982,126.8,9.7649136,,.19223841,67.800003
North Dakota,1983,119.6,9.7920113,,.18651991,77.900002
North Dakota,1984,109.4,9.7956266,24,.18080141,94.400002
North Dakota,1985,103.2,9.7935133,23.1,.175083,100.6
North Dakota,1986,99.800003,9.8046122,23,.1693645,104.2
North Dakota,1987,92.300003,9.7899351,23.299999,.163646,110.3
North Dakota,1988,87.099998,9.6920958,24.1,.1579275,123.3
North Dakota,1989,84.099998,9.786231,24.5,.1522091,135.89999
North Dakota,1990,77.099998,9.8413601,26.6,.1464906,144.3
North Dakota,1991,85.199997,9.8193769,26.1,,159.8
North Dakota,1992,74.300003,9.8829813,25.4,,168.3
North Dakota,1993,83,9.8531046,25.6,,177.60001
North Dakota,1994,81,9.9164858,25.799999,,180.10001
North Dakota,1995,80.599998,9.8840332,25.5,,179.5
North Dakota,1996,80.800003,9.9606361,26.6,,182.7
North Dakota,1997,77.5,9.9085445,26.4,,194.10001
North Dakota,1998,79.099998,,,,205.2
North Dakota,1999,74.699997,,,,223.60001
North Dakota,2000,72.5,,,,297.5
Ohio,1970,121.6,,,.1732195,36.599998
Ohio,1971,124.6,,,.17453989,38.099998
Ohio,1972,124.4,9.7795792,,.1758603,38.400002
Ohio,1973,120.5,9.8266315,,.17718069,42
Ohio,1974,122.1,9.8118534,,.1785011,42.900002
Ohio,1975,122.5,9.7832298,,.1798214,46
Ohio,1976,124.6,9.8318577,,.18114179,48.5
Ohio,1977,127.3,9.8724022,,.1824622,49.799999
Ohio,1978,131.3,9.8993502,,.18378261,53.900002
Ohio,1979,130.89999,9.8915901,,.185103,56.299999
Ohio,1980,133.5,9.8509111,,.18642341,58.700001
Ohio,1981,132.8,9.8355169,,.1822796,61.400002
Ohio,1982,134,9.8154449,,.1781359,68.300003
Ohio,1983,130,9.8364983,,.1739921,82.5
Ohio,1984,127.1,9.8840942,24.9,.16984829,89.199997
Ohio,1985,126.7,9.9044762,24.200001,.1657045,92.199997
Ohio,1986,126.3,9.9381123,23.4,.1615607,98.099998
Ohio,1987,124.6,9.9430628,23.9,.157417,102.2
Ohio,1988,122.4,9.9685946,23.700001,.1532732,108.4
Ohio,1989,118.6,9.9778709,23.9,.14912941,120.5
Ohio,1990,115.5,9.977726,23.9,.1449856,135.39999
Ohio,1991,113.2,9.9623299,23.6,,139.8
Ohio,1992,112.3,9.9826889,23,,159.60001
Ohio,1993,108.9,9.9897213,23,,162.5
Ohio,1994,108.6,10.03149,23,,151.2
Ohio,1995,111.7,10.08051,22.799999,,155.60001
Ohio,1996,107.6,10.09726,23.299999,,159.7
Ohio,1997,108.6,10.09318,23,,166.8
Ohio,1998,106.4,,,,172.89999
Ohio,1999,104,,,,193.2
Ohio,2000,99.900002,,,,265.39999
Oklahoma,1970,108.4,,,.17545921,38.400002
Oklahoma,1971,115.4,,,.1765248,39.799999
Oklahoma,1972,121.7,9.6250267,,.1775905,39.799999
Oklahoma,1973,124.1,9.6824188,,.1786561,40.400002
Oklahoma,1974,130.5,9.6751032,,.1797218,41
Oklahoma,1975,132.89999,9.6826162,,.1807874,43.599998
Oklahoma,1976,138.60001,9.7122602,,.1818531,46.400002
Oklahoma,1977,140.39999,9.7403669,,.1829187,47.900002
Oklahoma,1978,143.60001,9.782526,,.1839844,53.099998
Oklahoma,1979,141.60001,9.8096666,,.18505,55.5
Oklahoma,1980,141.60001,9.8114376,,.1861157,62.900002
Oklahoma,1981,143.7,9.8449898,,.1817683,65.800003
Oklahoma,1982,147,9.8531399,,.17742079,71.699997
Oklahoma,1983,140,9.8048458,,.1730734,83.900002
Oklahoma,1984,128.10001,9.813323,17.799999,.16872589,93.300003
Oklahoma,1985,124.2,9.8161297,18.1,.16437849,95.099998
Oklahoma,1986,119.9,9.8019218,18.299999,.1600311,104.6
Oklahoma,1987,113.1,9.7798052,18.200001,.15568361,114.4
Oklahoma,1988,103.6,9.8014698,18.299999,.15133619,122.6
Oklahoma,1989,97.5,9.8182058,18.4,.1469887,133.39999
Oklahoma,1990,88.400002,9.828145,19.700001,.14264131,146.10001
Oklahoma,1991,87.800003,9.8226833,19.700001,,149.10001
Oklahoma,1992,86.300003,9.8441906,19.9,,170.60001
Oklahoma,1993,86.199997,9.8481712,20,,182.39999
Oklahoma,1994,104.8,9.861187,20.4,,163.39999
Oklahoma,1995,109.5,9.8983765,20,,161.10001
Oklahoma,1996,110.8,9.9188061,19.9,,162.7
Oklahoma,1997,111.8,9.9199924,20.1,,172
Oklahoma,1998,112.2,,,,183.60001
Oklahoma,1999,111.4,,,,203.39999
Oklahoma,2000,108.9,,,,272.60001
Pennsylvania,1970,107.3,,,.163376,38.400002
Pennsylvania,1971,106.3,,,.1650846,44.700001
Pennsylvania,1972,109,9.7842741,,.1667932,44.700001
Pennsylvania,1973,110.7,9.8210878,,.16850179,44.900002
Pennsylvania,1974,114.2,9.8142262,,.1702103,46.599998
Pennsylvania,1975,114.6,9.8045158,,.1719189,49.799999
Pennsylvania,1976,118.8,9.8433104,,.1736275,52.299999
Pennsylvania,1977,120.1,9.8733702,,.17533609,53.299999
Pennsylvania,1978,122.3,9.902813,,.1770447,57.400002
Pennsylvania,1979,122.6,9.899785,,.1787533,60.599998
Pennsylvania,1980,124,9.869998,,.1804619,61.299999
Pennsylvania,1981,125.2,9.8664436,,.1764556,64.800003
Pennsylvania,1982,123.3,9.8627663,,.17244931,69.800003
Pennsylvania,1983,125.3,9.8769064,,.16844299,81.699997
Pennsylvania,1984,115.3,9.9113054,24.9,.1644367,97.699997
Pennsylvania,1985,115.8,9.9447384,24.9,.1604304,100.1
Pennsylvania,1986,113.9,9.9871082,25.200001,.15642411,104.9
Pennsylvania,1987,110.6,10.00093,25.1,.1524177,110
Pennsylvania,1988,107.6,10.02141,25.299999,.14841139,112.3
Pennsylvania,1989,107.1,10.04745,24.6,.1444051,122.8
Pennsylvania,1990,101.3,10.05147,25.799999,.1403988,133.7
Pennsylvania,1991,102.5,10.04936,24.6,,144.10001
Pennsylvania,1992,96.199997,10.06763,23.5,,176.2
Pennsylvania,1993,94.699997,10.06874,23.700001,,183.8
Pennsylvania,1994,95.400002,10.09234,23.4,,158.10001
Pennsylvania,1995,95.400002,10.13072,22.4,,161.7
Pennsylvania,1996,93.300003,10.15595,22.4,,169.39999
Pennsylvania,1997,92.900002,10.15234,22.1,,176.5
Pennsylvania,1998,92.099998,,,,190.89999
Pennsylvania,1999,91.099998,,,,205
Pennsylvania,2000,87.900002,,,,280.10001
Rhode Island,1970,123.9,,,.18315791,39.299999
Rhode Island,1971,123.2,,,.1838495,40.200001
Rhode Island,1972,134.39999,9.7702112,,.18454111,41.599998
Rhode Island,1973,142,9.7852039,,.1852327,40.599998
Rhode Island,1974,146.10001,9.7659454,,.18592431,41.299999
Rhode Island,1975,154.7,9.7571259,,.1866159,44.299999
Rhode Island,1976,150.2,9.795517,,.18730751,52.200001
Rhode Island,1977,148.8,9.8197079,,.1879991,52.299999
Rhode Island,1978,146.8,9.8429708,,.18869071,56.299999
Rhode Island,1979,145.8,9.8439465,,.1893823,58.700001
Rhode Island,1980,149.3,9.8353987,,.19007391,60
Rhode Island,1981,151.2,9.8362837,,.1864105,64.5
Rhode Island,1982,146.3,9.8429747,,.18274701,71.599998
Rhode Island,1983,135.8,9.8823481,,.1790835,84
Rhode Island,1984,136.89999,9.931385,25.1,.17542,94.800003
Rhode Island,1985,133.39999,9.9552393,25.700001,.1717566,100.3
Rhode Island,1986,136.3,10.00257,26,.1680931,101.8
Rhode Island,1987,124.4,10.02757,25.6,.16442961,113.5
Rhode Island,1988,138,10.0653,25.299999,.1607662,121.5
Rhode Island,1989,120.8,10.08002,24.799999,.1571027,134.8
Rhode Island,1990,101.4,10.05992,24,.15343919,150.89999
Rhode Island,1991,103.6,10.03951,24.299999,,170.3
Rhode Island,1992,100.1,10.0497,22.799999,,190
Rhode Island,1993,94.099998,10.06695,22.299999,,197.89999
Rhode Island,1994,91.900002,10.08022,22.6,,168.89999
Rhode Island,1995,90.800003,10.13503,22.200001,,209.60001
Rhode Island,1996,87.5,10.14552,21.700001,,214.89999
Rhode Island,1997,90,10.15322,22.9,,217
Rhode Island,1998,88.699997,,,,232.2
Rhode Island,1999,86.900002,,,,251.7
Rhode Island,2000,83.099998,,,,322.89999
South Carolina,1970,103.6,,,.2003088,32.5
South Carolina,1971,115,,,.2004893,34.299999
South Carolina,1972,118.7,9.5093088,,.2006698,34.099998
South Carolina,1973,125.5,9.5639935,,.20085029,33.5
South Carolina,1974,129.7,9.5587463,,.2010309,35.200001
South Carolina,1975,130.5,9.527854,,.20121139,38.099998
South Carolina,1976,136.8,9.574728,,.20139191,41
South Carolina,1977,137.2,9.5897017,,.2015724,42.200001
South Carolina,1978,140.39999,9.6268749,,.20175301,49.200001
South Carolina,1979,135.7,9.623209,,.2019335,50.200001
South Carolina,1980,138.3,9.6011858,,.202114,52.299999
South Carolina,1981,136.10001,9.6005611,,.197689,54.700001
South Carolina,1982,136,9.5837898,,.19326399,61.900002
South Carolina,1983,131.10001,9.6259909,,.1888389,72.400002
South Carolina,1984,127,9.6750488,22,.1844139,81.300003
South Carolina,1985,125.4,9.6976843,22.1,.17998891,83
South Carolina,1986,126.6,9.7297287,22.9,.1755639,88.699997
South Carolina,1987,126.6,9.7545767,23.5,.17113879,95.300003
South Carolina,1988,124.4,9.7925787,24,.1667138,99.900002
South Carolina,1989,122.4,9.7964678,24,.1622888,111.9
South Carolina,1990,118.6,9.8276386,25.6,.1578638,125.2
South Carolina,1991,121.5,9.8106251,23.799999,,129
South Carolina,1992,112.8,9.8254433,23.799999,,151.89999
South Carolina,1993,115.2,9.834693,24.200001,,164.5
South Carolina,1994,112.2,9.8676138,24.700001,,139.10001
South Carolina,1995,109.2,9.909873,24.9,,140
South Carolina,1996,102.9,9.9266539,25.4,,149.5
South Carolina,1997,124.5,9.9360113,25.6,,153.89999
South Carolina,1998,126.9,,,,165.3
South Carolina,1999,109.4,,,,179.60001
South Carolina,2000,103.9,,,,255.3
South Dakota,1970,92.699997,,,.17867871,38.5
South Dakota,1971,96.699997,,,.1804924,38.5
South Dakota,1972,103,9.6308489,,.1823062,39.099998
South Dakota,1973,103.5,9.8087807,,.1841199,39.599998
South Dakota,1974,108.4,9.6978235,,.18593369,40.400002
South Dakota,1975,113.5,9.6944618,,.1877474,42.799999
South Dakota,1976,116.7,9.6236677,,.1895612,45
South Dakota,1977,115.6,9.6784782,,.1913749,46.400002
South Dakota,1978,116.9,9.7567081,,.1931887,53.200001
South Dakota,1979,117.4,9.752883,,.1950025,54.099998
South Dakota,1980,114.7,9.6161861,,.19681621,58.799999
South Dakota,1981,115.7,9.6657171,,.1910096,62.299999
South Dakota,1982,113,9.6491127,,.185203,68
South Dakota,1983,109.8,9.655467,,.1793965,78.800003
South Dakota,1984,105.7,9.7210913,21.700001,.1735899,89.800003
South Dakota,1985,104.4,9.719058,20.9,.16778331,92.300003
South Dakota,1986,97,9.7537327,21.200001,.1619767,108.5
South Dakota,1987,95.800003,9.7795067,21.5,.1561701,113.7
South Dakota,1988,91.900002,9.7653551,21,.1503635,124.7
South Dakota,1989,87.400002,9.8142815,21.6,.14455689,130.10001
South Dakota,1990,88.300003,9.8617363,23.4,.1387504,138.89999
South Dakota,1991,91.800003,9.8698616,23.5,,150.3
South Dakota,1992,93,9.8960752,23.6,,163
South Dakota,1993,91.599998,9.9023857,23.5,,180.3
South Dakota,1994,94.800003,9.9720716,24.299999,,154.39999
South Dakota,1995,98.599998,9.924325,23.700001,,162.10001
South Dakota,1996,92.300003,9.9879084,24.299999,,171.2
South Dakota,1997,88.800003,9.9555626,24.1,,181.7
South Dakota,1998,88.300003,,,,192.8
South Dakota,1999,83.5,,,,207.89999
South Dakota,2000,75.099998,,,,272.89999
Tennessee,1970,99.800003,,,.1780438,39.900002
Tennessee,1971,106.3,,,.1788193,41.599998
Tennessee,1972,111.5,9.5697165,,.1795947,41.599998
Tennessee,1973,109.7,9.6309748,,.1803702,40.799999
Tennessee,1974,114.8,9.6094961,,.18114559,42.5
Tennessee,1975,117.4,9.5845461,,.18192109,45.299999
Tennessee,1976,121.7,9.6320295,,.18269651,48.299999
Tennessee,1977,124.6,9.6559906,,.1834719,49.599998
Tennessee,1978,127.3,9.7006721,,.1842474,54.799999
Tennessee,1979,127.2,9.6905422,,.18502291,57.299999
Tennessee,1980,130.39999,9.6576977,,.1857983,60.299999
Tennessee,1981,129.10001,9.6552153,,.1821052,63.700001
Tennessee,1982,131.39999,9.6426888,,.1784122,68.300003
Tennessee,1983,129,9.6723413,,.1747191,79.099998
Tennessee,1984,125.1,9.7292414,19.700001,.17102601,88.300003
Tennessee,1985,128.7,9.7570047,19.799999,.1673329,92.5
Tennessee,1986,129,9.8143263,20.9,.1636398,98.800003
Tennessee,1987,130.60001,9.8423405,21,.1599468,103.5
Tennessee,1988,125.3,9.8646994,21.5,.1562537,112.1
Tennessee,1989,124.7,9.8788528,21.1,.15256061,121.5
Tennessee,1990,121.8,9.8795033,21.9,.1488675,135
Tennessee,1991,120.6,9.8746862,21.4,,137.39999
Tennessee,1992,121,9.9114437,21.700001,,163.89999
Tennessee,1993,120.8,9.925889,21.6,,170.2
Tennessee,1994,118.8,9.9606895,21.5,,150.3
Tennessee,1995,125.4,10.02626,21.4,,153
Tennessee,1996,119.2,10.0345,21.5,,155.89999
Tennessee,1997,118.9,10.03078,21.299999,,161.10001
Tennessee,1998,119.7,,,,167.7
Tennessee,1999,115.6,,,,189.5
Tennessee,2000,108.7,,,,261.20001
Texas,1970,106.4,,,.1831414,40.400002
Texas,1971,108.9,,,.1843086,42
Texas,1972,108.6,9.675209,,.1854758,46.900002
Texas,1973,110.4,9.7254438,,.186643,46.400002
